co-benefit_type,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,sum,population,households,LSOA code,LSOA name (Eng),WIMD 2025 overall rank ,WIMD 2025 overall decile,WIMD 2025 overall quintile
excess_cold,0.0,0.000112305,0.000240797,0.000450826,0.000605519,0.003013116,0.001844853,0.002760143,0.003280904,0.006440403,0.005668387,0.009456746,0.009990758,0.011182584,0.012933494,0.015955314,0.016340878,0.01869791,0.018891488,0.021745725,0.021927735,0.021808809,0.021702431,0.021518012,0.023166338,0.023238497,0.292973972,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
excess_heat,0.0,-1.99e-09,2.45e-09,-7.06e-09,-5.08e-09,-3.28e-08,-2.5e-09,5.26e-08,4.63e-08,1.74e-09,1.83e-07,1.04e-07,9.86e-09,1.48e-07,1.42e-07,3.94e-07,1.9e-07,2.07e-07,2.27e-07,2.45e-07,2.65e-07,2.72e-07,2.75e-07,2.81e-07,2.84e-07,4.65e-07,3.75e-06,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
hassle_costs,-0.034004618,-0.040584609,-0.046988346,-0.053366595,-0.059638706,-0.065793251,-0.066313052,-0.066798775,-0.067253983,-0.067673672,-0.068063303,-0.068365182,-0.06862926,-0.068851352,-0.06903303,-0.069169147,-0.069122764,-0.069034551,-0.068904291,-0.068736702,-0.068541677,-0.06822395,-0.067879941,-0.067511472,-0.067119035,-0.066713255,-1.662314519,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
physical_activity,0.021885057,0.031337849,0.038566866,0.044619345,0.050236764,0.055692082,0.058168898,0.060584728,0.062910064,0.065192213,0.06744781,0.069507595,0.071508527,0.073479458,0.075405332,0.077279641,0.078960121,0.080577372,0.082159309,0.083698506,0.085172674,0.086466129,0.087682447,0.088884686,0.090046686,0.091142316,1.778612475,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
sum,-0.009393672,-0.004722014,0.003356326,0.0049624,0.006545577,0.011468225,0.015515293,0.022966076,0.030485897,0.040626059,0.047251769,0.05842991,0.065478049,0.073286965,0.08138242,0.090538035,0.096438344,0.103859086,0.108768875,0.11587558,0.119735978,0.122427691,0.123962888,0.124849848,0.127544294,0.128585185,1.710225084,1651,689,W01001888,Whitchurch and Tongwynlais 2,1545,9,5
air_quality,0.002392776,0.003871741,0.004988937,0.006449107,0.008318171,0.011038343,0.014070961,0.018147774,0.022667803,0.027111105,0.03206179,0.036735868,0.041236291,0.045577023,0.049670019,0.053535375,0.056852251,0.059856431,0.062497907,0.064751037,0.066599435,0.06769344,0.067808852,0.067413479,0.066982266,0.066569805,1.024897987,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
dampness,0.0,3.76e-05,3.03e-05,3.76e-05,4.9e-05,0.000244812,8.81e-05,0.000166429,0.000219583,0.000345161,0.000315568,0.000641442,0.00044048,0.000451446,0.000439393,0.000498968,0.000620345,0.000638679,0.000647927,0.000683566,0.000657393,0.000688046,0.000694059,0.000709609,0.000746907,0.000741997,0.01083441,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
diet_change,0.0,0.0,0.005133049,0.005157671,0.005119927,0.005063294,0.005001086,0.004937352,0.004873328,0.004809436,0.004745877,0.004682847,0.004620521,0.004558961,0.0044982,0.00443826,0.004379111,0.004320705,0.004263013,0.004205991,0.004149531,0.004093522,0.004037905,0.003982613,0.003927588,0.003872786,0.108872574,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
excess_cold,0.0,7.77e-05,0.000207896,0.000406504,0.000505461,0.003661115,0.001461468,0.00222851,0.00318325,0.006030881,0.004758486,0.009875931,0.008377247,0.010608187,0.011325923,0.014941993,0.015963906,0.018303598,0.01926161,0.021874014,0.022071719,0.02194484,0.021783531,0.021592322,0.023894296,0.024011574,0.288351962,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
excess_heat,0.0,-1.02e-09,2.21e-09,-7.09e-09,-4.92e-09,-2.93e-08,-3.2e-09,4.53e-08,3.9e-08,-3.11e-10,1.59e-07,8.85e-08,7.23e-09,1.3e-07,1.24e-07,3.45e-07,1.68e-07,1.85e-07,2.02e-07,2.15e-07,2.34e-07,2.38e-07,2.44e-07,2.5e-07,2.54e-07,4.19e-07,3.3e-06,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
hassle_costs,-0.029926535,-0.035717406,-0.041353159,-0.046966482,-0.052486396,-0.057902843,-0.058360306,-0.058787777,-0.059188393,-0.05955775,-0.059900654,-0.060166329,-0.060398737,-0.060594194,-0.060754084,-0.060873877,-0.060833057,-0.060755422,-0.060640785,-0.060493294,-0.060321658,-0.060042035,-0.059739282,-0.059415002,-0.059069629,-0.058712514,-1.4629576,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
physical_activity,0.0278858,0.039930934,0.0491459,0.056851,0.064001385,0.070952441,0.074112568,0.077200598,0.080160472,0.083063503,0.085939903,0.088567106,0.091120612,0.093630408,0.096085547,0.098481472,0.100629534,0.102693106,0.104705613,0.106664295,0.108541871,0.110191542,0.111744291,0.113283183,0.114771189,0.116175632,2.266529905,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
sum,0.000352041,0.008200568,0.018152925,0.021935393,0.025507543,0.033057133,0.036373874,0.043892931,0.051916082,0.061802336,0.067921129,0.080336954,0.085396421,0.094231961,0.101265122,0.111022536,0.117612258,0.125057282,0.130735487,0.137685824,0.141698525,0.144569593,0.1463296,0.147566454,0.151252871,0.152659699,2.236532541,1453,702,W01001889,Whitchurch and Tongwynlais 3,1526,8,4
air_quality,0.002544273,0.004106231,0.005291089,0.006839692,0.008821956,0.011706873,0.01492316,0.019246882,0.024040664,0.028753071,0.034003592,0.038960751,0.04373374,0.048337366,0.052678252,0.056777711,0.060295471,0.063481597,0.066283052,0.068672642,0.070632986,0.071793249,0.071915651,0.071496332,0.071039003,0.070601562,1.086976848,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
dampness,0.0,5.8e-08,6.63e-06,4.44e-05,5.7e-05,0.000198484,0.000123918,0.000160935,0.00023299,0.000340235,0.000302358,0.000613644,0.000427916,0.000442504,0.000444137,0.00052299,0.00057272,0.000590096,0.000610344,0.000679801,0.000649965,0.000652999,0.000689892,0.000692866,0.000738015,0.000733221,0.010528118,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
diet_change,0.0,0.0,0.005443928,0.005470042,0.005430012,0.005369949,0.005303973,0.005236379,0.005168478,0.005100716,0.005033308,0.004966461,0.00490036,0.004835071,0.00477063,0.00470706,0.004644329,0.004582386,0.004521199,0.004460724,0.004400844,0.004341443,0.004282458,0.004223818,0.00416546,0.004107339,0.115466367,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
excess_cold,0.0,6.31e-05,0.000196608,0.000380242,0.00058794,0.003054846,0.001646649,0.002496242,0.00299789,0.005870347,0.005108754,0.008850974,0.00888633,0.01027109,0.011931361,0.014360131,0.015095722,0.017004454,0.018369662,0.018463821,0.019747071,0.019891231,0.019855579,0.021490183,0.021287176,0.022082007,0.26998941,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
excess_heat,0.0,-9.84e-10,1.93e-09,-5.44e-09,-4.73e-09,-2.87e-08,-2.2e-09,5e-08,4.51e-08,5.07e-10,1.75e-07,9.61e-08,9.03e-09,1.41e-07,1.37e-07,3.73e-07,1.83e-07,2e-07,2.18e-07,2.32e-07,2.52e-07,2.6e-07,2.66e-07,2.69e-07,2.72e-07,4.5e-07,3.59e-06,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
hassle_costs,-0.031739016,-0.037880607,-0.043857687,-0.049810976,-0.055665201,-0.061409691,-0.061894859,-0.062348221,-0.0627731,-0.063164826,-0.063528498,-0.063810264,-0.064056748,-0.064264042,-0.064433616,-0.064560664,-0.064517371,-0.064435035,-0.064313454,-0.064157031,-0.063974999,-0.063678442,-0.063357353,-0.063013433,-0.062647143,-0.062268399,-1.551560676,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
physical_activity,0.022813595,0.032667825,0.040205034,0.046512783,0.052366982,0.058054082,0.060637548,0.063159122,0.065582648,0.0679606,0.070312578,0.072460869,0.074548197,0.076602658,0.078611002,0.080567162,0.082321259,0.084008335,0.085656872,0.087261061,0.088797801,0.090146968,0.091416124,0.092671853,0.093885766,0.095030531,1.854259255,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
sum,-0.006381148,-0.001043394,0.007285604,0.009436178,0.011598684,0.016974514,0.020740387,0.027951389,0.035249615,0.044860144,0.051232267,0.062042531,0.068439804,0.076224788,0.084001903,0.092374763,0.098412313,0.105232033,0.111127893,0.11538125,0.12025392,0.123147708,0.124802617,0.127561888,0.128468549,0.130286711,1.785662911,1541,604,W01001890,Whitchurch and Tongwynlais 4,1684,9,5
air_quality,0.003463599,0.004423325,0.005699681,0.007367871,0.00950321,0.012610908,0.016075565,0.020733176,0.025897146,0.030973458,0.036629437,0.041969401,0.047110972,0.052070102,0.056746203,0.061162232,0.064951643,0.06838381,0.0714016,0.073975721,0.076087448,0.077337309,0.077469164,0.077017464,0.076524819,0.076053597,1.171638861,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
dampness,2.88e-08,3.27e-05,3.25e-05,4.42e-05,7.24e-05,0.000287572,0.0001518,0.000183003,0.000268082,0.000432608,0.000390825,0.000769265,0.000540986,0.000555394,0.000534846,0.000636841,0.000747576,0.000748104,0.000820444,0.000819275,0.000835773,0.000867723,0.000864003,0.000895042,0.000911165,0.000927931,0.013370087,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
diet_change,0.0,0.0,0.005864323,0.005892453,0.005849331,0.00578463,0.00571356,0.005640746,0.005567601,0.005494607,0.005421993,0.005349984,0.005278778,0.005208448,0.005139031,0.005070552,0.005002976,0.00493625,0.004870338,0.004805192,0.004740689,0.004676701,0.00461316,0.004549992,0.004487128,0.004424518,0.124382981,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
excess_cold,3.99e-06,8.99e-05,0.000243663,0.000422597,0.000621229,0.002504536,0.00200344,0.002784938,0.003763297,0.006661669,0.005731534,0.009944948,0.010703731,0.011386892,0.01345869,0.016458831,0.017894852,0.019473263,0.020147492,0.02130662,0.022719601,0.02257174,0.022559568,0.024727627,0.024530612,0.025140904,0.307856164,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
excess_heat,3.55e-10,-1.26e-09,2.7e-09,-6.91e-09,-5.41e-09,-3.18e-08,-2.72e-09,5.23e-08,4.93e-08,1.94e-09,1.82e-07,1.06e-07,1.03e-08,1.47e-07,1.42e-07,3.94e-07,1.93e-07,2.11e-07,2.3e-07,2.47e-07,2.67e-07,2.73e-07,2.8e-07,2.86e-07,2.91e-07,4.75e-07,3.79e-06,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
hassle_costs,-0.034189985,-0.040805846,-0.04724449,-0.053657509,-0.059963811,-0.066151906,-0.06667454,-0.067162911,-0.067620601,-0.068042577,-0.068434332,-0.068737857,-0.069003375,-0.069226677,-0.069409346,-0.069546205,-0.069499569,-0.069410875,-0.069279905,-0.069111402,-0.068915314,-0.068595855,-0.068249971,-0.067879493,-0.067484917,-0.067076926,-1.671376195,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
physical_activity,0.022414475,0.032096346,0.039501328,0.045699855,0.051452857,0.057040685,0.059578538,0.062054832,0.064436548,0.066773739,0.069084369,0.0711949,0.073245369,0.075264297,0.077237549,0.079158602,0.080881279,0.082538644,0.084158977,0.085735661,0.087245839,0.088571404,0.089818174,0.091051207,0.092243107,0.093366972,1.821845553,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
sum,-0.008307892,-0.004163576,0.004097008,0.00576946,0.007535211,0.012076393,0.01684836,0.024233836,0.032312122,0.042293506,0.048824008,0.060490747,0.067876471,0.075258603,0.083707115,0.092941247,0.09997895,0.106669407,0.112119176,0.117531314,0.122714303,0.125429295,0.127074378,0.130362125,0.131212205,0.132837471,1.767721244,1660,733,W01001891,Whitchurch and Tongwynlais 5,1297,7,4
air_quality,0.00239733,0.003869077,0.004985504,0.006444668,0.008312447,0.011030746,0.014061277,0.018135284,0.022652202,0.027092446,0.032039724,0.036710585,0.041207911,0.045545655,0.049635835,0.053498531,0.056813123,0.059815236,0.062454894,0.064706474,0.066553599,0.067646851,0.067762184,0.067367083,0.066936167,0.06652399,1.024198823,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
dampness,0.0,1.06e-08,3.09e-06,3.17e-06,4.87e-05,0.000154921,4.43e-05,9.24e-05,0.00012561,0.000216246,0.000212585,0.000445436,0.000291398,0.000290736,0.000252284,0.000298002,0.000399941,0.00041828,0.000425987,0.000444693,0.000431287,0.000428157,0.000437722,0.000475749,0.000472436,0.000469364,0.006882505,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
diet_change,0.0,0.0,0.005129516,0.005154121,0.005116403,0.005059809,0.004997644,0.004933953,0.004869974,0.004806126,0.00474261,0.004679624,0.004617341,0.004555823,0.004495104,0.004435205,0.004376097,0.004317732,0.004260079,0.004203096,0.004146675,0.004090705,0.004035126,0.003979872,0.003924885,0.003870121,0.108797641,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
excess_cold,0.0,4.8e-05,0.000272645,0.000512366,0.000750583,0.005067708,0.001464675,0.002312564,0.002877763,0.007399737,0.004939273,0.011949971,0.008943459,0.010494562,0.012300429,0.014522554,0.01638695,0.017202023,0.018364426,0.020618021,0.022390785,0.022218708,0.021995942,0.022946462,0.022755154,0.022961156,0.291695916,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
excess_heat,0.0,-8.16e-10,1.28e-09,-9.67e-09,-7.78e-09,-3.44e-08,-7.31e-09,4.38e-08,4e-08,-3.79e-09,1.71e-07,9.4e-08,2.33e-09,1.31e-07,1.27e-07,3.68e-07,1.71e-07,1.87e-07,2.08e-07,2.24e-07,2.48e-07,2.52e-07,2.55e-07,2.61e-07,2.65e-07,4.45e-07,3.43e-06,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
hassle_costs,-0.029905939,-0.035692824,-0.041324699,-0.046934158,-0.052450273,-0.057862992,-0.05832014,-0.058747317,-0.059147658,-0.05951676,-0.059859428,-0.060124921,-0.060357169,-0.060552491,-0.060712271,-0.060831981,-0.06079119,-0.060713608,-0.06059905,-0.06045166,-0.060280142,-0.060000712,-0.059698167,-0.059374111,-0.059028975,-0.058672106,-1.461950742,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
physical_activity,0.0514375,0.07364936,0.090643666,0.104828126,0.117986249,0.130798561,0.136625786,0.142329896,0.147771013,0.153104424,0.158416121,0.163257254,0.167964768,0.172580711,0.177100007,0.181533646,0.185499582,0.189300895,0.192994797,0.196590003,0.200045122,0.203079845,0.205938398,0.208777705,0.211523319,0.214126552,4.177903306,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
sum,0.023928891,0.041873623,0.059709723,0.070008283,0.079764101,0.094248719,0.098873535,0.109056824,0.119148944,0.133102215,0.140491056,0.156918043,0.16266771,0.172915127,0.183071515,0.193456325,0.202684674,0.210340745,0.217901341,0.226110851,0.233287574,0.237463806,0.24047146,0.244173021,0.246583251,0.249279522,4.147530879,1452,598,W01001892,Whitchurch and Tongwynlais 6,1848,10,5
air_quality,0.003882986,0.00495892,0.006389823,0.008260005,0.0106539,0.014137891,0.018022064,0.023243639,0.029032885,0.034723859,0.041064688,0.047051238,0.052815373,0.058374976,0.063617279,0.06856802,0.072816269,0.076664018,0.080047216,0.082933022,0.085300446,0.086701646,0.086849466,0.086343072,0.085790776,0.085262497,1.313505974,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
dampness,2.87e-09,1.96e-05,4.23e-05,7.2e-05,8.94e-05,0.000388256,0.000205251,0.000270054,0.000301785,0.00052382,0.000459861,0.000931109,0.000599069,0.000613405,0.000617888,0.000686758,0.000769888,0.000798163,0.000819923,0.00093284,0.000945302,0.00098735,0.000986894,0.00100663,0.001018438,0.001053158,0.015139145,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
diet_change,0.0,0.0,0.0065744,0.006605936,0.006557594,0.006485059,0.006405383,0.006323752,0.006241751,0.006159918,0.006078511,0.005997783,0.005917955,0.005839109,0.005761287,0.005684516,0.005608758,0.005533952,0.005460059,0.005387026,0.005314712,0.005242976,0.005171742,0.005100925,0.005030448,0.004960258,0.13944381,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
excess_cold,9.35e-06,7.71e-05,0.000344873,0.000474798,0.000660107,0.003140153,0.001510619,0.003048897,0.003743839,0.007144142,0.006797379,0.010733766,0.011889315,0.013042252,0.016284492,0.018431245,0.02012913,0.02159963,0.021772526,0.022807238,0.024167612,0.024507277,0.024277312,0.025495218,0.025298698,0.025403295,0.332790263,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
excess_heat,2.72e-10,-1.58e-09,3.58e-09,-7.72e-09,-5.97e-09,-3.92e-08,-2.59e-09,5.78e-08,5.29e-08,1.74e-09,2.03e-07,1.19e-07,9.85e-09,1.65e-07,1.59e-07,4.38e-07,2.12e-07,2.32e-07,2.52e-07,2.69e-07,2.93e-07,3.01e-07,3.06e-07,3.11e-07,3.16e-07,5.2e-07,4.17e-06,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
hassle_costs,-0.038329857,-0.045746795,-0.052965058,-0.060154593,-0.067224489,-0.074161866,-0.074747783,-0.075295288,-0.075808397,-0.076281468,-0.076720658,-0.077060935,-0.077358603,-0.077608944,-0.077813731,-0.077967161,-0.077914879,-0.077815444,-0.077668617,-0.077479711,-0.077259879,-0.076901739,-0.076513974,-0.076098637,-0.075656283,-0.075198891,-1.87375368,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
physical_activity,0.024936756,0.035707132,0.043942899,0.050839329,0.057240004,0.06345523,0.066276183,0.069026714,0.071675962,0.074276363,0.076845988,0.079192034,0.081470797,0.083716138,0.085909595,0.08804382,0.089957093,0.091798804,0.09360103,0.095354435,0.097033638,0.098506633,0.099891577,0.101259746,0.102581994,0.103828507,2.026368401,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
road_repairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
road_safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
sum,-0.009500762,-0.004984045,0.004329241,0.006097467,0.00797651,0.013444684,0.017671714,0.026617826,0.035187878,0.046546636,0.054525972,0.066845114,0.075333916,0.083977101,0.094376969,0.103447636,0.111366471,0.118579355,0.124032389,0.129935119,0.135502124,0.139044444,0.140663323,0.143107265,0.144064387,0.145309344,1.953498078,1861,800,W01001893,Whitchurch and Tongwynlais 7,1013,6,3
air_quality,0.002509601,0.004050273,0.005218985,0.006746484,0.008701735,0.011547337,0.014719795,0.018984595,0.023713049,0.028361239,0.033540207,0.038429813,0.043137758,0.047678647,0.051960378,0.056003972,0.059473793,0.062616501,0.065379779,0.067736804,0.069670434,0.070814886,0.07093562,0.070522015,0.070070918,0.069639438,1.072164056,1520,645,W01001894,Whitchurch and Tongwynlais 8,1690,9,5
congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520,645,W01001894,Whitchurch and Tongwynlais 8,1690,9,5
dampness,0.0,8.85e-08,2.75e-05,3.56e-05,5.4e-05,0.000232853,0.000106595,0.000186315,0.000233841,0.000383558,0.000348741,0.000678634,0.000480733,0.000481345,0.000467873,0.000525799,0.00065312,0.000661929,0.000718088,0.000721941,0.000730955,0.000731861,0.000761847,0.000768233,0.000797089,0.000807321,0.01159586,1520,645,W01001894,Whitchurch and Tongwynlais 8,1690,9,5
diet_change,0.0,0.0,0.005369741,0.005395499,0.005356014,0.00529677,0.005231694,0.00516502,0.005098045,0.005031206,0.004964716,0.00489878,0.00483358,0.004769181,0.004705619,0.004642915,0.004581038,0.00451994,0.004459586,0.004399935,0.004340872,0.00428228,0.004224098,0.004166258,0.004108695,0.004051366,0.113892848,1520,645,W01001894,Whitchurch and Tongwynlais 8,1690,9,5
excess_cold,0.0,6.32e-05,0.000311848,0.000411376,0.000525719,0.003388083,0.001341127,0.002444518,0.003091972,0.006515923,0.005020275,0.009857238,0.009796521,0.010423537,0.012522079,0.015269773,0.015756645,0.017616614,0.018398463,0.020669181,0.021044891,0.021153698,0.021088103,0.022797842,0.022586218,0.022770485,0.284865329,1520,645,W01001894,Whitchurch and Tongwynlais 8,1690,9,5
